State,Year,Quarter,Pincode,Registered_users
himachal-pradesh,2022,3,173025,56931
himachal-pradesh,2022,3,173212,40204
himachal-pradesh,2022,3,175131,37302
himachal-pradesh,2022,3,171001,34261
himachal-pradesh,2022,3,175001,30499
himachal-pradesh,2022,3,176001,28749
himachal-pradesh,2022,3,176310,28132
himachal-pradesh,2022,3,174303,27631
himachal-pradesh,2022,4,173205,185427
himachal-pradesh,2022,4,174101,97287
himachal-pradesh,2022,4,173025,59665
himachal-pradesh,2022,4,173212,42153
himachal-pradesh,2022,4,175131,38954
himachal-pradesh,2022,4,171001,35912
himachal-pradesh,2022,4,175001,31959
himachal-pradesh,2022,4,176001,30045
himachal-pradesh,2022,4,176310,29369
himachal-pradesh,2022,4,174303,28849
himachal-pradesh,2023,1,173205,194318
himachal-pradesh,2023,1,174101,101879
himachal-pradesh,2023,1,173025,62353
himachal-pradesh,2023,1,173212,44064
himachal-pradesh,2023,1,175131,40538
himachal-pradesh,2023,1,171001,37430
himachal-pradesh,2023,1,175001,33363
himachal-pradesh,2023,1,176001,31362
himachal-pradesh,2023,1,176310,30657
himachal-pradesh,2023,1,176061,30073
himachal-pradesh,2023,2,173205,202511
himachal-pradesh,2023,2,174101,106155
himachal-pradesh,2023,2,173025,64829
himachal-pradesh,2023,2,173212,45684
himachal-pradesh,2023,2,175131,41927
himachal-pradesh,2023,2,171001,38756
himachal-pradesh,2023,2,175001,34584
himachal-pradesh,2023,2,176001,32600
himachal-pradesh,2023,2,176310,31903
himachal-pradesh,2023,2,174303,31286
himachal-pradesh,2023,3,173205,210542
himachal-pradesh,2023,3,174101,110611
himachal-pradesh,2023,3,173025,67484
himachal-pradesh,2023,3,173212,47440
himachal-pradesh,2023,3,175131,43559
himachal-pradesh,2023,3,171001,40143
himachal-pradesh,2023,3,175001,35958
himachal-pradesh,2023,3,176001,33898
himachal-pradesh,2023,3,176310,33101
himachal-pradesh,2023,3,174303,32525
himachal-pradesh,2023,4,173205,218904
himachal-pradesh,2023,4,174101,114956
himachal-pradesh,2023,4,173025,70113
himachal-pradesh,2023,4,173212,49172
himachal-pradesh,2023,4,175131,44991
himachal-pradesh,2023,4,171001,41534
himachal-pradesh,2023,4,175001,37181
himachal-pradesh,2023,4,176001,35107
himachal-pradesh,2023,4,176310,34290
himachal-pradesh,2023,4,174303,33755
jammu-&-kashmir,2021,1,182101,31390
jammu-&-kashmir,2021,1,180001,24595
jammu-&-kashmir,2021,1,193201,22099
jammu-&-kashmir,2021,1,180020,19151
jammu-&-kashmir,2021,1,180005,18879
jammu-&-kashmir,2021,1,192231,17958
jammu-&-kashmir,2021,1,181133,17860
jammu-&-kashmir,2021,1,190001,17690
jammu-&-kashmir,2021,1,180012,16221
jammu-&-kashmir,2021,1,184121,16051
jammu-&-kashmir,2021,2,182101,33659
jammu-&-kashmir,2021,2,180001,26276
jammu-&-kashmir,2021,2,193201,23642
jammu-&-kashmir,2021,2,180020,20467
jammu-&-kashmir,2021,2,180005,20198
jammu-&-kashmir,2021,2,192231,19265
jammu-&-kashmir,2021,2,181133,19148
jammu-&-kashmir,2021,2,190001,18895
jammu-&-kashmir,2021,2,180012,17346
jammu-&-kashmir,2021,2,184121,17237
jammu-&-kashmir,2021,3,182101,36192
jammu-&-kashmir,2021,3,180001,28186
jammu-&-kashmir,2021,3,193201,25344
jammu-&-kashmir,2021,3,180020,21927
jammu-&-kashmir,2021,3,180005,21649
jammu-&-kashmir,2021,3,192231,20723
jammu-&-kashmir,2021,3,181133,20600
jammu-&-kashmir,2021,3,190001,20246
jammu-&-kashmir,2021,3,184121,18662
jammu-&-kashmir,2021,3,180012,18569
jammu-&-kashmir,2021,4,182101,38671
jammu-&-kashmir,2021,4,180001,30020
jammu-&-kashmir,2021,4,193201,27105
jammu-&-kashmir,2021,4,180020,23401
jammu-&-kashmir,2021,4,180005,23128
jammu-&-kashmir,2021,4,192231,22118
jammu-&-kashmir,2021,4,181133,22005
jammu-&-kashmir,2021,4,190001,21611
jammu-&-kashmir,2021,4,184121,20002
jammu-&-kashmir,2021,4,180012,19767
jammu-&-kashmir,2022,1,182101,41063
jammu-&-kashmir,2022,1,180001,31758
jammu-&-kashmir,2022,1,193201,28829
jammu-&-kashmir,2022,1,180020,24799
jammu-&-kashmir,2022,1,180005,24442
jammu-&-kashmir,2022,1,192231,23555
jammu-&-kashmir,2022,1,181133,23359
jammu-&-kashmir,2022,1,190001,22898
jammu-&-kashmir,2022,1,184121,21297
jammu-&-kashmir,2022,1,180012,20947
jammu-&-kashmir,2022,2,182101,43312
jammu-&-kashmir,2022,2,180001,33417
jammu-&-kashmir,2022,2,193201,30410
jammu-&-kashmir,2022,2,180020,26109
jammu-&-kashmir,2022,2,180005,25723
jammu-&-kashmir,2022,2,192231,24821
jammu-&-kashmir,2022,2,181133,24618
jammu-&-kashmir,2022,2,190001,24126
jammu-&-kashmir,2022,2,184121,22450
jammu-&-kashmir,2022,2,180012,22048
jammu-&-kashmir,2022,3,182101,45610
jammu-&-kashmir,2022,3,180001,35165
jammu-&-kashmir,2022,3,193201,31990
jammu-&-kashmir,2022,3,180020,27497
jammu-&-kashmir,2022,3,180005,27083
jammu-&-kashmir,2022,3,192231,26129
jammu-&-kashmir,2022,3,181133,25935
jammu-&-kashmir,2022,3,190001,25369
jammu-&-kashmir,2022,3,184121,23655
jammu-&-kashmir,2022,3,180012,23216
jammu-&-kashmir,2022,4,182101,47853
jammu-&-kashmir,2022,4,180001,36869
jammu-&-kashmir,2022,4,193201,33394
jammu-&-kashmir,2022,4,180020,28871
jammu-&-kashmir,2022,4,180005,28384
jammu-&-kashmir,2022,4,192231,27354
jammu-&-kashmir,2022,4,181133,27194
jammu-&-kashmir,2022,4,190001,26613
jammu-&-kashmir,2022,4,184121,24660
jammu-&-kashmir,2022,4,180012,24303
jammu-&-kashmir,2023,1,182101,50027
jammu-&-kashmir,2023,1,180001,38414
jammu-&-kashmir,2023,1,193201,34892
jammu-&-kashmir,2023,1,180020,30116
jammu-&-kashmir,2023,1,180005,29601
jammu-&-kashmir,2023,1,192231,28544
jammu-&-kashmir,2023,1,181133,28396
jammu-&-kashmir,2023,1,190001,27761
jammu-&-kashmir,2023,1,184121,25786
jammu-&-kashmir,2023,1,180012,25319
jammu-&-kashmir,2023,2,182101,52007
jammu-&-kashmir,2023,2,180001,39841
jammu-&-kashmir,2023,2,193201,36376
jammu-&-kashmir,2023,2,180020,31180
jammu-&-kashmir,2023,2,180005,30668
jammu-&-kashmir,2023,2,192231,29798
jammu-&-kashmir,2023,2,181133,29560
jammu-&-kashmir,2023,2,190001,28819
jammu-&-kashmir,2023,2,184121,26884
jammu-&-kashmir,2023,2,193224,26332
jammu-&-kashmir,2023,3,182101,54060
jammu-&-kashmir,2023,3,180001,41361
jammu-&-kashmir,2023,3,193201,37816
jammu-&-kashmir,2023,3,180020,32405
jammu-&-kashmir,2023,3,180005,31821
jammu-&-kashmir,2023,3,192231,30943
jammu-&-kashmir,2023,3,181133,30758
jammu-&-kashmir,2023,3,190001,29937
jammu-&-kashmir,2023,3,184121,27995
jammu-&-kashmir,2023,3,193224,27379
jammu-&-kashmir,2023,4,182101,55933
jammu-&-kashmir,2023,4,180001,42774
jammu-&-kashmir,2023,4,193201,39238
jammu-&-kashmir,2023,4,180020,33426
jammu-&-kashmir,2023,4,180005,32856
jammu-&-kashmir,2023,4,192231,32204
jammu-&-kashmir,2023,4,181133,31854
jammu-&-kashmir,2023,4,190001,31016
jammu-&-kashmir,2023,4,184121,29019
jammu-&-kashmir,2023,4,193224,28441
jharkhand,2021,1,834001,229343
jharkhand,2021,1,826001,113312
jharkhand,2021,1,827013,93171
jharkhand,2021,1,815353,80609
jharkhand,2021,1,831001,75214
jharkhand,2021,1,825303,73360
jharkhand,2021,1,834002,64001
jharkhand,2021,1,832108,59500
jharkhand,2021,1,832107,52876
jharkhand,2021,1,825409,52059
jharkhand,2021,2,834001,244918
jharkhand,2021,2,826001,120936
jharkhand,2021,2,827013,99483
jharkhand,2021,2,815353,86679
jharkhand,2021,2,831001,80242
jharkhand,2021,2,825303,78418
jharkhand,2021,2,834002,68322
jharkhand,2021,2,832108,63618
jharkhand,2021,2,832107,56542
jharkhand,2021,2,825409,55831
jharkhand,2021,3,834001,262227
jharkhand,2021,3,826001,129475
jharkhand,2021,3,827013,106574
jharkhand,2021,3,815353,94024
jharkhand,2021,3,831001,85789
jharkhand,2021,3,825303,84208
jharkhand,2021,3,834002,73117
jharkhand,2021,3,832108,68282
jharkhand,2021,3,832107,60699
jharkhand,2021,3,825409,60264
jharkhand,2021,4,834001,279897
jharkhand,2021,4,826001,138132
jharkhand,2021,4,827013,113698
jharkhand,2021,4,815353,101090
jharkhand,2021,4,831001,91432
jharkhand,2021,4,825303,90123
jharkhand,2021,4,834002,77941
jharkhand,2021,4,832108,72950
jharkhand,2021,4,832107,64891
jharkhand,2021,4,825409,64659
jharkhand,2022,1,834001,296441
jharkhand,2022,1,826001,146243
jharkhand,2022,1,827013,120585
jharkhand,2022,1,815353,108014
jharkhand,2022,1,831001,96699
jharkhand,2022,1,825303,95743
jharkhand,2022,1,834002,82470
jharkhand,2022,1,832108,77368
jharkhand,2022,1,825409,68925
jharkhand,2022,1,832107,68755
jharkhand,2022,2,834001,312393
jharkhand,2022,2,826001,154052
jharkhand,2022,2,827013,127298
jharkhand,2022,2,815353,114546
jharkhand,2022,2,831001,101772
jharkhand,2022,2,825303,101120
jharkhand,2022,2,834002,86847
jharkhand,2022,2,832108,81602
jharkhand,2022,2,825409,72941
jharkhand,2022,2,832107,72439
jharkhand,2022,3,834001,329046
jharkhand,2022,3,826001,162195
jharkhand,2022,3,827013,134187
jharkhand,2022,3,815353,121429
jharkhand,2022,3,831001,107039
jharkhand,2022,3,825303,106810
jharkhand,2022,3,834002,91392
jharkhand,2022,3,832108,86036
jharkhand,2022,3,825409,77097
jharkhand,2022,3,832107,76283
jharkhand,2022,4,834001,345775
jharkhand,2022,4,826001,170390
jharkhand,2022,4,827013,141023
jharkhand,2022,4,815353,127685
jharkhand,2022,4,825303,112498
jharkhand,2022,4,831001,112288
jharkhand,2022,4,834002,95925
jharkhand,2022,4,832108,90318
jharkhand,2022,4,825409,81101
jharkhand,2022,4,832107,80065
jharkhand,2023,1,834001,361778
jharkhand,2023,1,826001,178130
jharkhand,2023,1,827013,147650
jharkhand,2023,1,815353,134073
jharkhand,2023,1,825303,117868
jharkhand,2023,1,831001,117405
jharkhand,2023,1,834002,100178
jharkhand,2023,1,832108,94485
jharkhand,2023,1,825409,85009
jharkhand,2023,1,832107,83800
jharkhand,2023,2,834001,375215
jharkhand,2023,2,826001,184800
jharkhand,2023,2,827013,153474
jharkhand,2023,2,815353,140185
jharkhand,2023,2,825303,122527
jharkhand,2023,2,831001,121661
jharkhand,2023,2,834002,103789
jharkhand,2023,2,832108,98171
jharkhand,2023,2,825409,88723
jharkhand,2023,2,832107,87073
jharkhand,2023,3,834001,389874
jharkhand,2023,3,826001,192089
jharkhand,2023,3,827013,159755
jharkhand,2023,3,815353,146378
jharkhand,2023,3,825303,127486
jharkhand,2023,3,831001,126430
jharkhand,2023,3,834002,107816
jharkhand,2023,3,832108,102231
jharkhand,2023,3,825409,92468
jharkhand,2023,3,832107,90713
jharkhand,2023,4,834001,402901
jharkhand,2023,4,826001,198414
jharkhand,2023,4,827013,165590
jharkhand,2023,4,815353,152156
jharkhand,2023,4,825303,132183
jharkhand,2023,4,831001,130659
jharkhand,2023,4,834002,111447
jharkhand,2023,4,832108,105935
jharkhand,2023,4,825409,96009
jharkhand,2023,4,832107,93923
karnataka,2021,1,560068,427525
karnataka,2021,1,560078,305721
karnataka,2021,1,560076,289205
karnataka,2021,1,560043,254510
karnataka,2021,1,560100,253914
karnataka,2021,1,560091,249839
karnataka,2021,1,560058,249624
karnataka,2021,1,560037,247595
karnataka,2021,1,560064,226588
karnataka,2021,1,560079,223844
karnataka,2021,2,560068,455417
karnataka,2021,2,560078,325334
karnataka,2021,2,560076,307509
karnataka,2021,2,560043,270730
karnataka,2021,2,560100,270219
karnataka,2021,2,560091,266790
karnataka,2021,2,560058,266718
karnataka,2021,2,560037,263129
karnataka,2021,2,560064,241325
karnataka,2021,2,560079,238441
karnataka,2021,3,560068,486170
karnataka,2021,3,560078,346840
karnataka,2021,3,560076,327691
karnataka,2021,3,560043,288657
karnataka,2021,3,560100,288418
karnataka,2021,3,560058,285746
karnataka,2021,3,560091,285428
karnataka,2021,3,560037,280067
karnataka,2021,3,560064,257630
karnataka,2021,3,560079,254553
karnataka,2021,4,560068,517115
karnataka,2021,4,560078,368213
karnataka,2021,4,560076,347942
karnataka,2021,4,560100,306734
karnataka,2021,4,560043,306658
karnataka,2021,4,560058,304867
karnataka,2021,4,560091,304250
karnataka,2021,4,560037,297179
karnataka,2021,4,560064,273886
karnataka,2021,4,560079,270655
karnataka,2022,1,560068,545827
karnataka,2022,1,560078,388154
karnataka,2022,1,560076,366934
karnataka,2022,1,560100,323960
karnataka,2022,1,560043,323435
karnataka,2022,1,560058,322689
karnataka,2022,1,560091,321685
karnataka,2022,1,560037,313105
karnataka,2022,1,560064,289243
karnataka,2022,1,560079,285716
karnataka,2022,2,560068,573310
karnataka,2022,2,560078,407066
karnataka,2022,2,560076,384794
karnataka,2022,2,560100,340381
karnataka,2022,2,560058,339550
karnataka,2022,2,560043,339294
karnataka,2022,2,560091,338150
karnataka,2022,2,560037,328206
karnataka,2022,2,560064,303631
karnataka,2022,2,560079,299960
karnataka,2022,3,560068,601656
karnataka,2022,3,560078,426581
karnataka,2022,3,560076,403229
karnataka,2022,3,560100,357272
karnataka,2022,3,560058,357187
karnataka,2022,3,560043,355534
karnataka,2022,3,560091,355350
karnataka,2022,3,560037,343521
karnataka,2022,3,560064,318618
karnataka,2022,3,560079,314654
karnataka,2022,4,560068,630255
karnataka,2022,4,560078,446189
karnataka,2022,4,560076,421750
karnataka,2022,4,560058,375004
karnataka,2022,4,560100,374427
karnataka,2022,4,560091,372516
karnataka,2022,4,560043,371881
karnataka,2022,4,560037,359061
karnataka,2022,4,560064,333488
karnataka,2022,4,560079,329552
karnataka,2023,1,560068,658173
karnataka,2023,1,560078,465268
karnataka,2023,1,560076,439520
karnataka,2023,1,560058,392240
karnataka,2023,1,560100,390945
karnataka,2023,1,560091,389038
karnataka,2023,1,560043,387698
karnataka,2023,1,560037,374285
karnataka,2023,1,560064,347749
karnataka,2023,1,560079,343905
karnataka,2023,2,560068,680831
karnataka,2023,2,560078,480496
karnataka,2023,2,560076,454040
karnataka,2023,2,560058,406762
karnataka,2023,2,560100,404388
karnataka,2023,2,560091,403117
karnataka,2023,2,560043,400445
karnataka,2023,2,560037,386148
karnataka,2023,2,560064,359424
karnataka,2023,2,560079,355839
karnataka,2023,3,560068,705298
karnataka,2023,3,560078,497366
karnataka,2023,3,560076,469520
karnataka,2023,3,560058,422371
karnataka,2023,3,560100,418829
karnataka,2023,3,560091,418290
karnataka,2023,3,560043,414454
karnataka,2023,3,560037,399487
karnataka,2023,3,560064,372461
karnataka,2023,3,560079,368803
karnataka,2023,4,560068,727330
karnataka,2023,4,560078,512223
karnataka,2023,4,560076,483516
karnataka,2023,4,560058,436626
karnataka,2023,4,560100,432356
karnataka,2023,4,560091,431684
karnataka,2023,4,560043,427281
karnataka,2023,4,560037,411011
karnataka,2023,4,560064,383980
karnataka,2023,4,560079,380293
kerala,2021,1,682042,34103
kerala,2021,1,695001,33913
kerala,2021,1,682024,31763
kerala,2021,1,682025,29029
kerala,2021,1,682020,27924
kerala,2021,1,670645,26911
kerala,2021,1,682035,26156
kerala,2021,1,673592,24788
kerala,2021,1,673032,24778
kerala,2021,1,682032,24752
kerala,2021,2,682042,36378
kerala,2021,2,695001,36185
kerala,2021,2,682024,33834
kerala,2021,2,682025,30965
kerala,2021,2,682020,29826
kerala,2021,2,670645,28806
kerala,2021,2,682035,27927
kerala,2021,2,673592,26554
kerala,2021,2,682032,26390
kerala,2021,2,673032,26355
kerala,2021,3,682042,38880
kerala,2021,3,695001,38710
kerala,2021,3,682024,36108
kerala,2021,3,682025,33080
kerala,2021,3,682020,31859
kerala,2021,3,670645,30931
kerala,2021,3,682035,29804
kerala,2021,3,673592,28563
kerala,2021,3,682032,28166
kerala,2021,3,673032,28073
kerala,2021,4,682042,41448
kerala,2021,4,695001,41207
kerala,2021,4,682024,38351
kerala,2021,4,682025,35172
kerala,2021,4,682020,33886
kerala,2021,4,670645,32968
kerala,2021,4,682035,31716
kerala,2021,4,673592,30447
kerala,2021,4,682032,30009
kerala,2021,4,673032,29788
kerala,2022,1,682042,43832
kerala,2022,1,695001,43506
kerala,2022,1,682024,40513
kerala,2022,1,682025,37172
kerala,2022,1,682020,35790
kerala,2022,1,670645,34974
kerala,2022,1,682035,33556
kerala,2022,1,673592,32286
kerala,2022,1,682032,31679
kerala,2022,1,682301,31551
kerala,2022,2,682042,46049
kerala,2022,2,695001,45760
kerala,2022,2,682024,42517
kerala,2022,2,682025,39062
kerala,2022,2,682020,37658
kerala,2022,2,670645,36777
kerala,2022,2,682035,35277
kerala,2022,2,673592,33986
kerala,2022,2,682032,33271
kerala,2022,2,682301,33154
kerala,2022,3,682042,48385
kerala,2022,3,695001,48080
kerala,2022,3,682024,44605
kerala,2022,3,682025,41047
kerala,2022,3,682020,39537
kerala,2022,3,670645,38662
kerala,2022,3,682035,37065
kerala,2022,3,673592,35697
kerala,2022,3,682032,34936
kerala,2022,3,682301,34880
kerala,2022,4,682042,50726
kerala,2022,4,695001,50448
kerala,2022,4,682024,46703
kerala,2022,4,682025,42979
kerala,2022,4,682020,41421
kerala,2022,4,670645,40256
kerala,2022,4,682035,38857
kerala,2022,4,673592,37241
kerala,2022,4,682032,36609
kerala,2022,4,682301,36567
kerala,2023,1,682042,52947
kerala,2023,1,695001,52622
kerala,2023,1,682024,48663
kerala,2023,1,682025,44808
kerala,2023,1,682020,43203
kerala,2023,1,670645,41939
kerala,2023,1,682035,40564
kerala,2023,1,673592,38815
kerala,2023,1,682301,38160
kerala,2023,1,682032,38133
kerala,2023,2,682042,54820
kerala,2023,2,695001,54455
kerala,2023,2,682024,50392
kerala,2023,2,682025,46400
kerala,2023,2,682020,44692
kerala,2023,2,670645,43529
kerala,2023,2,682035,41999
kerala,2023,2,673592,40332
kerala,2023,2,682301,39558
kerala,2023,2,682032,39475
kerala,2023,3,682042,56858
kerala,2023,3,695001,55398
kerala,2023,3,682024,52272
kerala,2023,3,682025,48077
kerala,2023,3,682020,46356
kerala,2023,3,670645,45257
kerala,2023,3,682035,43525
kerala,2023,3,673592,41858
kerala,2023,3,682301,41067
kerala,2023,3,682032,40897
kerala,2023,4,682042,58777
kerala,2023,4,695001,58442
kerala,2023,4,682024,53952
kerala,2023,4,682025,49663
kerala,2023,4,682020,47879
kerala,2023,4,670645,46867
kerala,2023,4,682035,44934
kerala,2023,4,673592,43307
kerala,2023,4,682301,42463
kerala,2023,4,682032,42282
ladakh,2021,1,194104,15511
ladakh,2021,1,194101,13620
ladakh,2021,1,194201,10674
ladakh,2021,1,194103,5484
ladakh,2021,1,194107,5026
ladakh,2021,1,194401,4631
ladakh,2021,1,194102,3256
ladakh,2021,1,194105,2886
ladakh,2021,1,194106,1933
ladakh,2021,1,194109,1854
ladakh,2021,2,194104,16585
ladakh,2021,2,194101,14606
ladakh,2021,2,194201,11446
ladakh,2021,2,194103,5935
ladakh,2021,2,194107,5397
ladakh,2021,2,194401,4964
ladakh,2021,2,194102,3499
ladakh,2021,2,194105,3111
ladakh,2021,2,194106,2070
ladakh,2021,2,194109,1998
ladakh,2021,3,194104,17813
ladakh,2021,3,194101,15772
ladakh,2021,3,194201,12397
ladakh,2021,3,194103,6415
ladakh,2021,3,194107,5819
ladakh,2021,3,194401,5438
ladakh,2021,3,194102,3811
ladakh,2021,3,194105,3389
ladakh,2021,3,194106,2243
ladakh,2021,3,194109,2193
ladakh,2021,4,194104,19007
ladakh,2021,4,194101,16834
ladakh,2021,4,194201,13309
ladakh,2021,4,194103,6889
ladakh,2021,4,194107,6240
ladakh,2021,4,194401,5862
ladakh,2021,4,194102,4093
ladakh,2021,4,194105,3639
ladakh,2021,4,194106,2420
ladakh,2021,4,194109,2397
ladakh,2022,1,194104,20154
ladakh,2022,1,194101,17877
ladakh,2022,1,194201,14135
ladakh,2022,1,194103,7324
ladakh,2022,1,194107,6632
ladakh,2022,1,194401,6231
ladakh,2022,1,194102,4370
ladakh,2022,1,194105,3888
ladakh,2022,1,194106,2563
ladakh,2022,1,194109,2545
ladakh,2022,2,194104,21222
ladakh,2022,2,194101,18842
ladakh,2022,2,194201,14911
ladakh,2022,2,194103,7729
ladakh,2022,2,194107,7006
ladakh,2022,2,194401,6571
ladakh,2022,2,194102,4602
ladakh,2022,2,194105,4102
ladakh,2022,2,194106,2710
ladakh,2022,2,194109,2681
ladakh,2022,3,194104,22353
ladakh,2022,3,194101,19786
ladakh,2022,3,194201,15631
ladakh,2022,3,194103,8113
ladakh,2022,3,194107,7342
ladakh,2022,3,194401,6856
ladakh,2022,3,194102,4828
ladakh,2022,3,194105,4306
ladakh,2022,3,194106,2840
ladakh,2022,3,194109,2791
ladakh,2022,4,194104,23418
ladakh,2022,4,194101,20668
ladakh,2022,4,194201,16206
ladakh,2022,4,194103,8405
ladakh,2022,4,194107,7641
ladakh,2022,4,194401,7055
ladakh,2022,4,194102,5020
ladakh,2022,4,194105,4454
ladakh,2022,4,194106,2943
ladakh,2022,4,194109,2832
ladakh,2023,1,194104,24439
ladakh,2023,1,194101,21580
ladakh,2023,1,194201,16910
ladakh,2023,1,194103,8776
ladakh,2023,1,194107,7971
ladakh,2023,1,194401,7342
ladakh,2023,1,194102,5242
ladakh,2023,1,194105,4663
ladakh,2023,1,194106,3062
ladakh,2023,1,194109,2960
ladakh,2023,2,194104,25357
ladakh,2023,2,194101,22399
ladakh,2023,2,194201,17688
ladakh,2023,2,194103,9138
ladakh,2023,2,194107,8300
ladakh,2023,2,194401,7705
ladakh,2023,2,194102,5492
ladakh,2023,2,194105,4888
ladakh,2023,2,194106,3214
ladakh,2023,2,194109,3100
ladakh,2023,3,194104,26346
ladakh,2023,3,194101,23265
ladakh,2023,3,194201,18391
ladakh,2023,3,194103,9525
ladakh,2023,3,194107,8645
ladakh,2023,3,194401,8019
ladakh,2023,3,194102,5722
ladakh,2023,3,194105,5090
ladakh,2023,3,194106,3343
ladakh,2023,3,194109,3268
ladakh,2023,4,194104,27266
ladakh,2023,4,194101,24102
ladakh,2023,4,194201,19063
ladakh,2023,4,194103,9855
ladakh,2023,4,194107,8985
ladakh,2023,4,194401,8330
ladakh,2023,4,194102,5923
ladakh,2023,4,194105,5300
ladakh,2023,4,194106,3470
ladakh,2023,4,194109,3373
lakshadweep,2021,1,682555,1664
lakshadweep,2021,1,682551,1083
lakshadweep,2021,1,682557,524
lakshadweep,2021,1,682552,427
lakshadweep,2021,1,682556,396
lakshadweep,2021,1,682559,276
lakshadweep,2021,1,682554,181
lakshadweep,2021,1,682558,26
lakshadweep,2021,2,682555,1780
lakshadweep,2021,2,682551,1154
lakshadweep,2021,2,682557,559
lakshadweep,2021,2,682552,463
lakshadweep,2021,2,682556,424
lakshadweep,2021,2,682559,295
lakshadweep,2021,2,682554,194
lakshadweep,2021,2,682558,27
lakshadweep,2021,3,682555,1914
lakshadweep,2021,3,682551,1237
lakshadweep,2021,3,682557,607
lakshadweep,2021,3,682552,504
lakshadweep,2021,3,682556,461
lakshadweep,2021,3,682559,321
lakshadweep,2021,3,682554,212
lakshadweep,2021,3,682558,31
lakshadweep,2021,4,682555,2037
lakshadweep,2021,4,682551,1321
lakshadweep,2021,4,682557,654
lakshadweep,2021,4,682552,536
lakshadweep,2021,4,682556,486
lakshadweep,2021,4,682559,339
lakshadweep,2021,4,682554,233
lakshadweep,2021,4,682558,32
lakshadweep,2022,1,682555,2165
lakshadweep,2022,1,682551,1400
lakshadweep,2022,1,682557,692
lakshadweep,2022,1,682552,570
lakshadweep,2022,1,682556,519
lakshadweep,2022,1,682559,363
lakshadweep,2022,1,682554,246
lakshadweep,2022,1,682558,35
lakshadweep,2022,2,682555,2279
lakshadweep,2022,2,682551,1473
lakshadweep,2022,2,682557,732
lakshadweep,2022,2,682552,609
lakshadweep,2022,2,682556,558
lakshadweep,2022,2,682559,379
lakshadweep,2022,2,682554,261
lakshadweep,2022,2,682558,36
lakshadweep,2022,3,682555,2391
lakshadweep,2022,3,682551,1555
lakshadweep,2022,3,682557,766
lakshadweep,2022,3,682552,642
lakshadweep,2022,3,682556,592
lakshadweep,2022,3,682559,389
lakshadweep,2022,3,682554,273
lakshadweep,2022,3,682558,37
lakshadweep,2022,4,682555,2520
lakshadweep,2022,4,682551,1627
lakshadweep,2022,4,682557,797
lakshadweep,2022,4,682552,675
lakshadweep,2022,4,682556,609
lakshadweep,2022,4,682559,409
lakshadweep,2022,4,682554,285
lakshadweep,2022,4,682558,39
lakshadweep,2023,1,682555,2629
lakshadweep,2023,1,682551,1697
lakshadweep,2023,1,682557,833
lakshadweep,2023,1,682552,703
lakshadweep,2023,1,682556,638
lakshadweep,2023,1,682559,427
lakshadweep,2023,1,682554,298
lakshadweep,2023,1,682558,42
lakshadweep,2023,2,682555,2739
lakshadweep,2023,2,682551,1775
lakshadweep,2023,2,682557,867
lakshadweep,2023,2,682552,740
lakshadweep,2023,2,682556,663
lakshadweep,2023,2,682559,446
lakshadweep,2023,2,682554,312
lakshadweep,2023,2,682558,43
lakshadweep,2023,3,682555,2843
lakshadweep,2023,3,682551,1866
lakshadweep,2023,3,682557,902
lakshadweep,2023,3,682552,772
lakshadweep,2023,3,682556,693
lakshadweep,2023,3,682559,462
lakshadweep,2023,3,682554,326
lakshadweep,2023,3,682558,48
lakshadweep,2023,4,682555,2962
lakshadweep,2023,4,682551,1938
lakshadweep,2023,4,682557,929
lakshadweep,2023,4,682552,802
lakshadweep,2023,4,682556,718
lakshadweep,2023,4,682559,484
lakshadweep,2023,4,682554,340
lakshadweep,2023,4,682558,52
madhya-pradesh,2021,1,482002,202915
madhya-pradesh,2021,1,452001,185582
madhya-pradesh,2021,1,455001,180488
madhya-pradesh,2021,1,452010,171754
madhya-pradesh,2021,1,462001,149137
madhya-pradesh,2021,1,457001,145248
madhya-pradesh,2021,1,482001,138100
madhya-pradesh,2021,1,480001,134163
madhya-pradesh,2021,1,474001,125599
madhya-pradesh,2021,1,485001,125104
madhya-pradesh,2021,2,482002,216522
madhya-pradesh,2021,2,452001,198059
madhya-pradesh,2021,2,455001,193208
madhya-pradesh,2021,2,452010,183345
madhya-pradesh,2021,2,462001,159236
madhya-pradesh,2021,2,457001,155865
madhya-pradesh,2021,2,482001,147363
madhya-pradesh,2021,2,480001,143414
madhya-pradesh,2021,2,474001,134469
madhya-pradesh,2021,2,485001,133879
madhya-pradesh,2021,3,482002,231582
madhya-pradesh,2021,3,452001,211664
madhya-pradesh,2021,3,455001,207599
madhya-pradesh,2021,3,452010,196173
madhya-pradesh,2021,3,462001,170393
madhya-pradesh,2021,3,457001,167859
madhya-pradesh,2021,3,482001,157536
madhya-pradesh,2021,3,480001,153878
madhya-pradesh,2021,3,474001,144518
madhya-pradesh,2021,3,485001,143700
madhya-pradesh,2021,4,482002,246911
madhya-pradesh,2021,4,452001,225433
madhya-pradesh,2021,4,455001,222066
madhya-pradesh,2021,4,452010,208931
madhya-pradesh,2021,4,462001,181784
madhya-pradesh,2021,4,457001,179603
madhya-pradesh,2021,4,482001,167796
madhya-pradesh,2021,4,480001,164329
madhya-pradesh,2021,4,474001,154609
madhya-pradesh,2021,4,485001,153628
madhya-pradesh,2022,1,482002,261115
madhya-pradesh,2022,1,452001,238296
