State,Year,Quarter,District,Registered_users
meghalaya,2021,2,west khasi hills,5296
meghalaya,2021,3,east khasi hills,90505
meghalaya,2021,3,west garo hills,47869
meghalaya,2021,3,ribhoi,21875
meghalaya,2021,3,east jaintia hills,15847
meghalaya,2021,3,west jaintia hills,10337
meghalaya,2021,3,north garo hills,7584
meghalaya,2021,3,south west garo hills,7531
meghalaya,2021,3,east garo hills,7389
meghalaya,2021,3,south garo hills,6442
meghalaya,2021,3,west khasi hills,5884
meghalaya,2021,4,east khasi hills,96942
meghalaya,2021,4,west garo hills,51617
meghalaya,2021,4,ribhoi,23562
meghalaya,2021,4,east jaintia hills,17115
meghalaya,2021,4,west jaintia hills,11189
meghalaya,2021,4,north garo hills,8212
meghalaya,2021,4,south west garo hills,8197
meghalaya,2021,4,east garo hills,8015
meghalaya,2021,4,south garo hills,7005
meghalaya,2021,4,west khasi hills,6428
meghalaya,2022,1,east khasi hills,102838
meghalaya,2022,1,west garo hills,55028
meghalaya,2022,1,ribhoi,25112
meghalaya,2022,1,east jaintia hills,18301
meghalaya,2022,1,west jaintia hills,11952
meghalaya,2022,1,north garo hills,8795
meghalaya,2022,1,south west garo hills,8758
meghalaya,2022,1,east garo hills,8578
meghalaya,2022,1,south garo hills,7508
meghalaya,2022,1,west khasi hills,6839
meghalaya,2022,2,east khasi hills,108330
meghalaya,2022,2,west garo hills,58178
meghalaya,2022,2,ribhoi,26541
meghalaya,2022,2,east jaintia hills,19314
meghalaya,2022,2,west jaintia hills,12593
meghalaya,2022,2,north garo hills,9312
meghalaya,2022,2,south west garo hills,9266
meghalaya,2022,2,east garo hills,9052
meghalaya,2022,2,south garo hills,7922
meghalaya,2022,2,west khasi hills,7196
meghalaya,2022,3,east khasi hills,113816
meghalaya,2022,3,west garo hills,61273
meghalaya,2022,3,ribhoi,27844
meghalaya,2022,3,east jaintia hills,20320
meghalaya,2022,3,west jaintia hills,13176
meghalaya,2022,3,north garo hills,9773
meghalaya,2022,3,south west garo hills,9735
meghalaya,2022,3,east garo hills,9484
meghalaya,2022,3,south garo hills,8265
meghalaya,2022,3,west khasi hills,7493
meghalaya,2022,4,east khasi hills,118978
meghalaya,2022,4,west garo hills,63792
meghalaya,2022,4,ribhoi,29041
meghalaya,2022,4,east jaintia hills,21201
meghalaya,2022,4,west jaintia hills,13633
meghalaya,2022,4,north garo hills,10145
meghalaya,2022,4,south west garo hills,10062
meghalaya,2022,4,east garo hills,9846
meghalaya,2022,4,south garo hills,8553
meghalaya,2022,4,west khasi hills,7705
meghalaya,2023,1,east khasi hills,124181
meghalaya,2023,1,west garo hills,66808
meghalaya,2023,1,ribhoi,30369
meghalaya,2023,1,east jaintia hills,22122
meghalaya,2023,1,west jaintia hills,14218
meghalaya,2023,1,north garo hills,10580
meghalaya,2023,1,south west garo hills,10504
meghalaya,2023,1,east garo hills,10235
meghalaya,2023,1,south garo hills,8897
meghalaya,2023,1,west khasi hills,7981
meghalaya,2023,2,east khasi hills,129260
meghalaya,2023,2,west garo hills,69925
meghalaya,2023,2,ribhoi,31744
meghalaya,2023,2,east jaintia hills,23231
meghalaya,2023,2,west jaintia hills,14912
meghalaya,2023,2,north garo hills,11135
meghalaya,2023,2,south west garo hills,11073
meghalaya,2023,2,east garo hills,10727
meghalaya,2023,2,south garo hills,9386
meghalaya,2023,2,west khasi hills,8423
meghalaya,2023,3,east khasi hills,134378
meghalaya,2023,3,west garo hills,73025
meghalaya,2023,3,ribhoi,33175
meghalaya,2023,3,east jaintia hills,24260
meghalaya,2023,3,west jaintia hills,15633
meghalaya,2023,3,south west garo hills,11626
meghalaya,2023,3,north garo hills,11624
meghalaya,2023,3,east garo hills,11212
meghalaya,2023,3,south garo hills,9809
meghalaya,2023,3,west khasi hills,8831
meghalaya,2023,4,east khasi hills,139387
meghalaya,2023,4,west garo hills,75911
meghalaya,2023,4,ribhoi,34488
meghalaya,2023,4,east jaintia hills,25185
meghalaya,2023,4,west jaintia hills,16280
meghalaya,2023,4,south west garo hills,12113
meghalaya,2023,4,north garo hills,12086
meghalaya,2023,4,east garo hills,11648
meghalaya,2023,4,south garo hills,10230
meghalaya,2023,4,west khasi hills,9182
mizoram,2021,1,aizawl,45103
mizoram,2021,1,lunglei,10638
mizoram,2021,1,lawngtlai,8386
mizoram,2021,1,kolasib,6120
mizoram,2021,1,champhai,4968
mizoram,2021,1,mamit,4467
mizoram,2021,1,serchhip,3582
mizoram,2021,1,saiha,2486
mizoram,2021,2,aizawl,48525
mizoram,2021,2,lunglei,11491
mizoram,2021,2,lawngtlai,9096
mizoram,2021,2,kolasib,6624
mizoram,2021,2,champhai,5366
mizoram,2021,2,mamit,4882
mizoram,2021,2,serchhip,3884
mizoram,2021,2,saiha,2684
mizoram,2021,3,aizawl,52313
mizoram,2021,3,lunglei,12614
mizoram,2021,3,lawngtlai,9954
mizoram,2021,3,kolasib,7229
mizoram,2021,3,champhai,5935
mizoram,2021,3,mamit,5392
mizoram,2021,3,serchhip,4255
mizoram,2021,3,saiha,2955
mizoram,2021,4,aizawl,56005
mizoram,2021,4,lunglei,13668
mizoram,2021,4,lawngtlai,10738
mizoram,2021,4,kolasib,7850
mizoram,2021,4,champhai,6447
mizoram,2021,4,mamit,5887
mizoram,2021,4,serchhip,4614
mizoram,2021,4,saiha,3196
mizoram,2022,1,aizawl,59433
mizoram,2022,1,lunglei,14538
mizoram,2022,1,lawngtlai,11459
mizoram,2022,1,kolasib,8375
mizoram,2022,1,champhai,6875
mizoram,2022,1,mamit,6299
mizoram,2022,1,serchhip,4906
mizoram,2022,1,saiha,3410
mizoram,2022,2,aizawl,62605
mizoram,2022,2,lunglei,15302
mizoram,2022,2,lawngtlai,12114
mizoram,2022,2,kolasib,8872
mizoram,2022,2,champhai,7233
mizoram,2022,2,mamit,6641
mizoram,2022,2,serchhip,5170
mizoram,2022,2,saiha,3598
mizoram,2022,3,aizawl,65940
mizoram,2022,3,lunglei,16062
mizoram,2022,3,lawngtlai,12771
mizoram,2022,3,kolasib,9300
mizoram,2022,3,champhai,7576
mizoram,2022,3,mamit,6931
mizoram,2022,3,serchhip,5390
mizoram,2022,3,saiha,3765
mizoram,2022,4,aizawl,68925
mizoram,2022,4,lunglei,16676
mizoram,2022,4,lawngtlai,13303
mizoram,2022,4,kolasib,9602
mizoram,2022,4,champhai,7814
mizoram,2022,4,mamit,7086
mizoram,2022,4,serchhip,5551
mizoram,2022,4,saiha,3913
mizoram,2023,1,aizawl,71979
mizoram,2023,1,lunglei,17393
mizoram,2023,1,lawngtlai,13917
mizoram,2023,1,kolasib,10051
mizoram,2023,1,champhai,8148
mizoram,2023,1,mamit,7399
mizoram,2023,1,serchhip,5783
mizoram,2023,1,saiha,4081
mizoram,2023,2,aizawl,74977
mizoram,2023,2,lunglei,18222
mizoram,2023,2,lawngtlai,14604
mizoram,2023,2,kolasib,10535
mizoram,2023,2,champhai,8546
mizoram,2023,2,mamit,7820
mizoram,2023,2,serchhip,6084
mizoram,2023,2,saiha,4273
mizoram,2023,3,aizawl,78038
mizoram,2023,3,lunglei,19056
mizoram,2023,3,lawngtlai,15259
mizoram,2023,3,kolasib,11036
mizoram,2023,3,champhai,8968
mizoram,2023,3,mamit,8205
mizoram,2023,3,serchhip,6340
mizoram,2023,3,saiha,4476
mizoram,2023,4,aizawl,81008
mizoram,2023,4,lunglei,19893
mizoram,2023,4,lawngtlai,15925
mizoram,2023,4,kolasib,11527
mizoram,2023,4,champhai,9373
mizoram,2023,4,mamit,8589
mizoram,2023,4,serchhip,6635
mizoram,2023,4,saiha,4677
nagaland,2021,1,dimapur,94968
nagaland,2021,1,kohima,37488
nagaland,2021,1,mon,16154
nagaland,2021,1,mokokchung,15634
nagaland,2021,1,wokha,9531
nagaland,2021,1,tuensang,8866
nagaland,2021,1,phek,7536
nagaland,2021,1,zunheboto,6013
nagaland,2021,1,peren,4286
nagaland,2021,1,kiphire,3904
nagaland,2021,2,dimapur,101835
nagaland,2021,2,kohima,40277
nagaland,2021,2,mon,17389
nagaland,2021,2,mokokchung,16857
nagaland,2021,2,wokha,10232
nagaland,2021,2,tuensang,9565
nagaland,2021,2,phek,8134
nagaland,2021,2,zunheboto,6487
nagaland,2021,2,peren,4641
nagaland,2021,2,kiphire,4224
nagaland,2021,3,dimapur,109644
nagaland,2021,3,kohima,43467
nagaland,2021,3,mon,18911
nagaland,2021,3,mokokchung,18340
nagaland,2021,3,wokha,11126
nagaland,2021,3,tuensang,10433
nagaland,2021,3,phek,8933
nagaland,2021,3,zunheboto,7147
nagaland,2021,3,peren,5089
nagaland,2021,3,kiphire,4626
nagaland,2021,4,dimapur,117388
nagaland,2021,4,kohima,46621
nagaland,2021,4,mon,20409
nagaland,2021,4,mokokchung,19747
nagaland,2021,4,wokha,11994
nagaland,2021,4,tuensang,11300
nagaland,2021,4,phek,9753
nagaland,2021,4,zunheboto,7765
nagaland,2021,4,peren,5509
nagaland,2021,4,kiphire,5047
nagaland,2022,1,dimapur,124644
nagaland,2022,1,kohima,49523
nagaland,2022,1,mon,21773
nagaland,2022,1,mokokchung,21029
nagaland,2022,1,wokha,12743
nagaland,2022,1,tuensang,12057
nagaland,2022,1,phek,10413
nagaland,2022,1,zunheboto,8280
nagaland,2022,1,peren,5881
nagaland,2022,1,kiphire,5368
nagaland,2022,2,dimapur,131738
nagaland,2022,2,kohima,52343
nagaland,2022,2,mon,23037
nagaland,2022,2,mokokchung,22136
nagaland,2022,2,wokha,13417
nagaland,2022,2,tuensang,12747
nagaland,2022,2,phek,11005
nagaland,2022,2,zunheboto,8753
nagaland,2022,2,peren,6212
nagaland,2022,2,kiphire,5687
nagaland,2022,3,dimapur,139011
nagaland,2022,3,kohima,55046
nagaland,2022,3,mon,24237
nagaland,2022,3,mokokchung,23192
nagaland,2022,3,wokha,14092
nagaland,2022,3,tuensang,13393
nagaland,2022,3,phek,11494
nagaland,2022,3,zunheboto,9128
nagaland,2022,3,peren,6534
nagaland,2022,3,kiphire,5963
nagaland,2022,4,dimapur,145923
nagaland,2022,4,kohima,57592
nagaland,2022,4,mon,25340
nagaland,2022,4,mokokchung,24045
nagaland,2022,4,wokha,14702
nagaland,2022,4,tuensang,13900
nagaland,2022,4,phek,11847
nagaland,2022,4,zunheboto,9422
nagaland,2022,4,peren,6750
nagaland,2022,4,kiphire,6211
nagaland,2023,1,dimapur,152828
nagaland,2023,1,kohima,60269
nagaland,2023,1,mon,26501
nagaland,2023,1,mokokchung,25058
nagaland,2023,1,wokha,15357
nagaland,2023,1,tuensang,14523
nagaland,2023,1,phek,12359
nagaland,2023,1,zunheboto,9817
nagaland,2023,1,peren,7042
nagaland,2023,1,kiphire,6491
nagaland,2023,2,dimapur,159224
nagaland,2023,2,kohima,62890
nagaland,2023,2,mon,27813
nagaland,2023,2,mokokchung,26232
nagaland,2023,2,wokha,16076
nagaland,2023,2,tuensang,15272
nagaland,2023,2,phek,13007
nagaland,2023,2,zunheboto,10327
nagaland,2023,2,peren,7407
nagaland,2023,2,kiphire,6792
nagaland,2023,3,dimapur,165789
nagaland,2023,3,kohima,65492
nagaland,2023,3,mon,29096
nagaland,2023,3,mokokchung,27434
nagaland,2023,3,wokha,16792
nagaland,2023,3,tuensang,15941
nagaland,2023,3,phek,13632
nagaland,2023,3,zunheboto,10809
nagaland,2023,3,peren,7771
nagaland,2023,3,kiphire,7130
nagaland,2023,4,dimapur,172342
nagaland,2023,4,kohima,68041
nagaland,2023,4,mon,30439
nagaland,2023,4,mokokchung,28574
nagaland,2023,4,wokha,17479
nagaland,2023,4,tuensang,16666
nagaland,2023,4,phek,14221
nagaland,2023,4,zunheboto,11283
nagaland,2023,4,peren,8085
nagaland,2023,4,kiphire,7458
odisha,2021,1,khordha,1415897
odisha,2021,1,cuttack,784846
odisha,2021,1,ganjam,721311
odisha,2021,1,baleshwar,557273
odisha,2021,1,jajapur,484003
odisha,2021,1,sundargarh,450776
odisha,2021,1,puri,431553
odisha,2021,1,bhadrak,366825
odisha,2021,1,kendujhar,352967
odisha,2021,1,mayurbhanj,318465
odisha,2021,2,khordha,1511068
odisha,2021,2,cuttack,838924
odisha,2021,2,ganjam,772409
odisha,2021,2,baleshwar,596366
odisha,2021,2,jajapur,518570
odisha,2021,2,sundargarh,482937
odisha,2021,2,puri,462146
odisha,2021,2,bhadrak,392928
odisha,2021,2,kendujhar,379263
odisha,2021,2,mayurbhanj,342898
odisha,2021,3,khordha,1618171
odisha,2021,3,cuttack,900706
odisha,2021,3,ganjam,831869
odisha,2021,3,baleshwar,641826
odisha,2021,3,jajapur,558822
odisha,2021,3,sundargarh,520155
odisha,2021,3,puri,497069
odisha,2021,3,bhadrak,423068
odisha,2021,3,kendujhar,410049
odisha,2021,3,mayurbhanj,371425
odisha,2021,4,khordha,1725313
odisha,2021,4,cuttack,962341
odisha,2021,4,ganjam,889686
odisha,2021,4,baleshwar,685881
odisha,2021,4,jajapur,598043
odisha,2021,4,sundargarh,556973
odisha,2021,4,puri,531127
odisha,2021,4,bhadrak,452384
odisha,2021,4,kendujhar,440078
odisha,2021,4,mayurbhanj,399076
odisha,2022,1,khordha,1827307
odisha,2022,1,cuttack,1021526
odisha,2022,1,ganjam,946066
odisha,2022,1,baleshwar,728990
odisha,2022,1,jajapur,636291
odisha,2022,1,sundargarh,592346
odisha,2022,1,puri,564442
odisha,2022,1,bhadrak,481063
odisha,2022,1,kendujhar,469295
odisha,2022,1,mayurbhanj,426398
odisha,2022,2,khordha,1924289
odisha,2022,2,cuttack,1077286
odisha,2022,2,ganjam,999398
odisha,2022,2,baleshwar,769737
odisha,2022,2,jajapur,672209
odisha,2022,2,sundargarh,625606
odisha,2022,2,puri,595694
odisha,2022,2,bhadrak,507695
odisha,2022,2,kendujhar,496154
odisha,2022,2,mayurbhanj,451049
odisha,2022,3,khordha,2025108
odisha,2022,3,cuttack,1135881
odisha,2022,3,ganjam,1054407
odisha,2022,3,baleshwar,812109
odisha,2022,3,jajapur,709685
odisha,2022,3,sundargarh,658859
odisha,2022,3,puri,627710
odisha,2022,3,bhadrak,535581
odisha,2022,3,kendujhar,523219
odisha,2022,3,mayurbhanj,475312
odisha,2022,4,khordha,2124474
odisha,2022,4,cuttack,1190925
odisha,2022,4,ganjam,1105095
odisha,2022,4,baleshwar,850800
odisha,2022,4,jajapur,743948
odisha,2022,4,sundargarh,689753
odisha,2022,4,puri,657668
odisha,2022,4,bhadrak,560896
odisha,2022,4,kendujhar,547019
odisha,2022,4,mayurbhanj,495920
odisha,2023,1,khordha,2220922
odisha,2023,1,cuttack,1246094
odisha,2023,1,ganjam,1156695
odisha,2023,1,baleshwar,890218
odisha,2023,1,jajapur,779435
odisha,2023,1,sundargarh,721849
odisha,2023,1,puri,687988
odisha,2023,1,bhadrak,587089
odisha,2023,1,kendujhar,573097
odisha,2023,1,mayurbhanj,519691
odisha,2023,2,khordha,2305026
odisha,2023,2,cuttack,1297120
odisha,2023,2,ganjam,1206180
odisha,2023,2,baleshwar,928537
odisha,2023,2,jajapur,812448
odisha,2023,2,sundargarh,752827
odisha,2023,2,puri,716985
odisha,2023,2,bhadrak,612055
odisha,2023,2,kendujhar,598879
odisha,2023,2,mayurbhanj,544278
odisha,2023,3,khordha,2395932
odisha,2023,3,cuttack,1349987
odisha,2023,3,ganjam,1256950
odisha,2023,3,baleshwar,967259
odisha,2023,3,jajapur,845882
odisha,2023,3,sundargarh,783750
odisha,2023,3,puri,746565
odisha,2023,3,bhadrak,637667
odisha,2023,3,kendujhar,624670
odisha,2023,3,mayurbhanj,568108
odisha,2023,4,khordha,2480213
odisha,2023,4,cuttack,1401267
odisha,2023,4,ganjam,1305472
odisha,2023,4,baleshwar,1004861
odisha,2023,4,jajapur,878546
odisha,2023,4,sundargarh,813266
odisha,2023,4,puri,775121
odisha,2023,4,bhadrak,662206
odisha,2023,4,kendujhar,649376
odisha,2023,4,mayurbhanj,591163
puducherry,2021,1,puducherry,290107
puducherry,2021,1,karaikal,33876
puducherry,2021,1,yanam,13005
puducherry,2021,1,mahe,9291
puducherry,2021,2,puducherry,309892
puducherry,2021,2,karaikal,36328
puducherry,2021,2,yanam,13854
puducherry,2021,2,mahe,9887
puducherry,2021,3,puducherry,332193
puducherry,2021,3,karaikal,39011
puducherry,2021,3,yanam,14823
puducherry,2021,3,mahe,10582
puducherry,2021,4,puducherry,354425
puducherry,2021,4,karaikal,41695
puducherry,2021,4,yanam,15809
puducherry,2021,4,mahe,11238
puducherry,2022,1,puducherry,375238
puducherry,2022,1,karaikal,44201
puducherry,2022,1,yanam,16747
puducherry,2022,1,mahe,11865
puducherry,2022,2,puducherry,394977
puducherry,2022,2,karaikal,46573
puducherry,2022,2,yanam,17644
puducherry,2022,2,mahe,12469
puducherry,2022,3,puducherry,415847
puducherry,2022,3,karaikal,49034
puducherry,2022,3,yanam,18606
puducherry,2022,3,mahe,13083
puducherry,2022,4,puducherry,436067
puducherry,2022,4,karaikal,51364
puducherry,2022,4,yanam,19579
puducherry,2022,4,mahe,13639
puducherry,2023,1,puducherry,455449
puducherry,2023,1,karaikal,53685
puducherry,2023,1,yanam,20481
puducherry,2023,1,mahe,14204
puducherry,2023,2,puducherry,472714
puducherry,2023,2,karaikal,55776
puducherry,2023,2,yanam,21261
puducherry,2023,2,mahe,14680
puducherry,2023,3,puducherry,491130
puducherry,2023,3,karaikal,58040
puducherry,2023,3,yanam,22161
puducherry,2023,3,mahe,15219
puducherry,2023,4,puducherry,508901
puducherry,2023,4,karaikal,60186
puducherry,2023,4,yanam,23033
puducherry,2023,4,mahe,15718
punjab,2021,1,ludhiana,1121835
punjab,2021,1,sas nagar,631136
punjab,2021,1,amritsar,456913
punjab,2021,1,jalandhar,428704
punjab,2021,1,patiala,421866
punjab,2021,1,bathinda,288460
punjab,2021,1,fazilka,247363
punjab,2021,1,sangrur,243382
punjab,2021,1,hoshiarpur,207567
punjab,2021,1,gurdaspur,187933
punjab,2021,2,ludhiana,1204126
punjab,2021,2,sas nagar,675022
punjab,2021,2,amritsar,489463
punjab,2021,2,jalandhar,459789
punjab,2021,2,patiala,452152
punjab,2021,2,bathinda,309805
punjab,2021,2,fazilka,265874
punjab,2021,2,sangrur,261746
punjab,2021,2,hoshiarpur,223227
punjab,2021,2,gurdaspur,201976
punjab,2021,3,ludhiana,1296796
punjab,2021,3,sas nagar,723884
punjab,2021,3,amritsar,525756
punjab,2021,3,jalandhar,494582
punjab,2021,3,patiala,486329
punjab,2021,3,bathinda,333661
punjab,2021,3,fazilka,287001
punjab,2021,3,sangrur,282372
punjab,2021,3,hoshiarpur,240996
punjab,2021,3,gurdaspur,217927
punjab,2021,4,ludhiana,1388951
punjab,2021,4,sas nagar,772068
punjab,2021,4,amritsar,560687
punjab,2021,4,jalandhar,528440
punjab,2021,4,patiala,519356
punjab,2021,4,bathinda,356940
punjab,2021,4,fazilka,307291
punjab,2021,4,sangrur,302394
punjab,2021,4,hoshiarpur,257735
punjab,2021,4,gurdaspur,232798
punjab,2022,1,ludhiana,1476288
punjab,2022,1,sas nagar,817209
punjab,2022,1,amritsar,593970
punjab,2022,1,jalandhar,560393
punjab,2022,1,patiala,550482
punjab,2022,1,bathinda,378864
punjab,2022,1,fazilka,327088
punjab,2022,1,sangrur,321129
punjab,2022,1,hoshiarpur,274004
punjab,2022,1,gurdaspur,247179
punjab,2022,2,ludhiana,1558996
punjab,2022,2,sas nagar,859976
punjab,2022,2,amritsar,625338
punjab,2022,2,jalandhar,590791
punjab,2022,2,patiala,579934
punjab,2022,2,bathinda,399793
punjab,2022,2,fazilka,345717
punjab,2022,2,sangrur,338752
punjab,2022,2,hoshiarpur,289259
punjab,2022,2,gurdaspur,260611
punjab,2022,3,ludhiana,1644780
punjab,2022,3,sas nagar,904073
punjab,2022,3,amritsar,656700
punjab,2022,3,jalandhar,621327
punjab,2022,3,patiala,608884
punjab,2022,3,bathinda,420285
punjab,2022,3,fazilka,363909
punjab,2022,3,sangrur,355769
punjab,2022,3,hoshiarpur,303683
punjab,2022,3,gurdaspur,273518
punjab,2022,4,ludhiana,1728119
punjab,2022,4,sas nagar,946603
punjab,2022,4,amritsar,686055
punjab,2022,4,jalandhar,649918
punjab,2022,4,patiala,635654
punjab,2022,4,bathinda,439064
punjab,2022,4,fazilka,380321
punjab,2022,4,sangrur,370649
punjab,2022,4,hoshiarpur,316389
punjab,2022,4,gurdaspur,284591
punjab,2023,1,ludhiana,1807587
punjab,2023,1,sas nagar,987246
punjab,2023,1,amritsar,715172
punjab,2023,1,jalandhar,677948
punjab,2023,1,patiala,662760
punjab,2023,1,bathinda,458473
punjab,2023,1,fazilka,397546
punjab,2023,1,sangrur,386728
punjab,2023,1,hoshiarpur,330374
punjab,2023,1,gurdaspur,296711
punjab,2023,2,ludhiana,1883319
punjab,2023,2,sas nagar,1024325
punjab,2023,2,amritsar,742659
punjab,2023,2,jalandhar,705082
punjab,2023,2,patiala,688795
punjab,2023,2,bathinda,477038
punjab,2023,2,fazilka,414974
punjab,2023,2,sangrur,402871
punjab,2023,2,hoshiarpur,344428
punjab,2023,2,gurdaspur,308841
punjab,2023,3,ludhiana,1957125
punjab,2023,3,sas nagar,1062990
punjab,2023,3,amritsar,771321
punjab,2023,3,jalandhar,732473
punjab,2023,3,patiala,715678
punjab,2023,3,bathinda,495871
punjab,2023,3,fazilka,431814
punjab,2023,3,sangrur,418793
punjab,2023,3,hoshiarpur,358108
punjab,2023,3,gurdaspur,320776
punjab,2023,4,ludhiana,2030159
punjab,2023,4,sas nagar,1099060
punjab,2023,4,amritsar,798214
punjab,2023,4,jalandhar,758342
punjab,2023,4,patiala,740516
punjab,2023,4,bathinda,513676
punjab,2023,4,fazilka,447755
punjab,2023,4,sangrur,433927
punjab,2023,4,hoshiarpur,371220
punjab,2023,4,gurdaspur,332236
rajasthan,2021,1,jaipur,3951866
rajasthan,2021,1,alwar,1185599
rajasthan,2021,1,jodhpur,1036855
rajasthan,2021,1,sikar,770103
rajasthan,2021,1,ajmer,723852
rajasthan,2021,1,kota,674683
rajasthan,2021,1,nagaur,674465
rajasthan,2021,1,bhilwara,651400
rajasthan,2021,1,udaipur,619264
rajasthan,2021,1,jhunjhunu,569602
rajasthan,2021,2,jaipur,4226231
rajasthan,2021,2,alwar,1273307
rajasthan,2021,2,jodhpur,1114131
rajasthan,2021,2,sikar,826855
rajasthan,2021,2,ajmer,776294
rajasthan,2021,2,nagaur,726871
rajasthan,2021,2,kota,722793
rajasthan,2021,2,bhilwara,701929
rajasthan,2021,2,udaipur,664816
rajasthan,2021,2,jhunjhunu,611825
rajasthan,2021,3,jaipur,4534297
rajasthan,2021,3,alwar,1374586
rajasthan,2021,3,jodhpur,1202937
rajasthan,2021,3,sikar,892015
rajasthan,2021,3,ajmer,835375
rajasthan,2021,3,nagaur,787565
rajasthan,2021,3,kota,777099
rajasthan,2021,3,bhilwara,760232
rajasthan,2021,3,udaipur,716657
rajasthan,2021,3,jhunjhunu,660246
rajasthan,2021,4,jaipur,4841883
rajasthan,2021,4,alwar,1474129
rajasthan,2021,4,jodhpur,1288773
rajasthan,2021,4,sikar,955025
rajasthan,2021,4,ajmer,892912
rajasthan,2021,4,nagaur,845508
rajasthan,2021,4,kota,831250
rajasthan,2021,4,bhilwara,816969
rajasthan,2021,4,udaipur,767224
rajasthan,2021,4,jhunjhunu,706897
rajasthan,2022,1,jaipur,5133527
rajasthan,2022,1,alwar,1570711
rajasthan,2022,1,jodhpur,1370206
rajasthan,2022,1,sikar,1017503
rajasthan,2022,1,ajmer,947827
rajasthan,2022,1,nagaur,901819
rajasthan,2022,1,kota,882916
rajasthan,2022,1,bhilwara,871188
rajasthan,2022,1,udaipur,816476
rajasthan,2022,1,jhunjhunu,752608
rajasthan,2022,2,jaipur,5409763
rajasthan,2022,2,alwar,1661785
rajasthan,2022,2,jodhpur,1444490
rajasthan,2022,2,sikar,1074986
rajasthan,2022,2,ajmer,998746
rajasthan,2022,2,nagaur,952752
rajasthan,2022,2,kota,931689
rajasthan,2022,2,bhilwara,921021
rajasthan,2022,2,udaipur,862053
rajasthan,2022,2,jhunjhunu,795815
rajasthan,2022,3,jaipur,5696726
rajasthan,2022,3,alwar,1755844
rajasthan,2022,3,jodhpur,1517702
rajasthan,2022,3,sikar,1133443
rajasthan,2022,3,ajmer,1050146
rajasthan,2022,3,nagaur,1001401
rajasthan,2022,3,kota,982248
rajasthan,2022,3,bhilwara,971352
rajasthan,2022,3,udaipur,908034
rajasthan,2022,3,jhunjhunu,839052
rajasthan,2022,4,jaipur,5975863
rajasthan,2022,4,alwar,1843138
rajasthan,2022,4,jodhpur,1583620
rajasthan,2022,4,sikar,1185927
rajasthan,2022,4,ajmer,1097266
rajasthan,2022,4,nagaur,1043562
rajasthan,2022,4,kota,1031196
rajasthan,2022,4,bhilwara,1017032
rajasthan,2022,4,udaipur,949767
rajasthan,2022,4,jhunjhunu,876787
rajasthan,2023,1,jaipur,6247095
rajasthan,2023,1,alwar,1931404
rajasthan,2023,1,jodhpur,1654436
rajasthan,2023,1,sikar,1241633
rajasthan,2023,1,ajmer,1146113
rajasthan,2023,1,nagaur,1091225
rajasthan,2023,1,kota,1079455
rajasthan,2023,1,bhilwara,1065499
rajasthan,2023,1,udaipur,992940
rajasthan,2023,1,jhunjhunu,917983
rajasthan,2023,2,jaipur,6490210
rajasthan,2023,2,alwar,2015122
rajasthan,2023,2,jodhpur,1723274
rajasthan,2023,2,sikar,1295705
rajasthan,2023,2,ajmer,1191890
rajasthan,2023,2,nagaur,1140617
rajasthan,2023,2,kota,1123468
rajasthan,2023,2,bhilwara,1112475
rajasthan,2023,2,udaipur,1034200
rajasthan,2023,2,jhunjhunu,957879
rajasthan,2023,3,jaipur,6745507
rajasthan,2023,3,alwar,2100632
rajasthan,2023,3,jodhpur,1793526
rajasthan,2023,3,sikar,1350861
rajasthan,2023,3,ajmer,1240780
rajasthan,2023,3,nagaur,1190241
rajasthan,2023,3,kota,1170118
rajasthan,2023,3,bhilwara,1161222
rajasthan,2023,3,udaipur,1075658
rajasthan,2023,3,jhunjhunu,998478
rajasthan,2023,4,jaipur,6983265
rajasthan,2023,4,alwar,2179932
rajasthan,2023,4,jodhpur,1857340
rajasthan,2023,4,sikar,1402231
rajasthan,2023,4,ajmer,1284233
rajasthan,2023,4,nagaur,1236331
rajasthan,2023,4,kota,1214016
rajasthan,2023,4,bhilwara,1205003
rajasthan,2023,4,udaipur,1115611
rajasthan,2023,4,jhunjhunu,1036803
sikkim,2021,1,east,92502
sikkim,2021,1,south,33490
sikkim,2021,1,west,20769
sikkim,2021,1,north,13452
sikkim,2021,2,east,99077
sikkim,2021,2,south,35900
sikkim,2021,2,west,22352
sikkim,2021,2,north,14411
sikkim,2021,3,east,106352
sikkim,2021,3,south,38616
sikkim,2021,3,west,24132
sikkim,2021,3,north,15593
sikkim,2021,4,east,113537
sikkim,2021,4,south,41311
sikkim,2021,4,west,25834
sikkim,2021,4,north,16725
sikkim,2022,1,east,120360
sikkim,2022,1,south,43881
sikkim,2022,1,west,27594
sikkim,2022,1,north,17781
sikkim,2022,2,east,126666
sikkim,2022,2,south,46351
sikkim,2022,2,west,29184
sikkim,2022,2,north,18793
sikkim,2022,3,east,133152
sikkim,2022,3,south,48673
sikkim,2022,3,west,30513
sikkim,2022,3,north,19687
sikkim,2022,4,east,139175
sikkim,2022,4,south,50716
sikkim,2022,4,west,31605
sikkim,2022,4,north,20472
sikkim,2023,1,east,145199
sikkim,2023,1,south,52942
sikkim,2023,1,west,32945
sikkim,2023,1,north,21354
sikkim,2023,2,east,150852
sikkim,2023,2,south,55158
sikkim,2023,2,west,34427
sikkim,2023,2,north,22291
sikkim,2023,3,east,156600
sikkim,2023,3,south,57259
